index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
225,Pure Neem Skin Purifying Face Wash,Beauty & Hygiene,Skin Care,Joy,90,120,Face Care,4.3,"Joy Pure Neem Skin Purifying Face Wash contains Neem extracts with active salicylates which treat severe acne and pimple breakouts. It fights spots, marks and other skin conditions while washing away excess oil from skin surface without over drying. Skin appears pure and clear. Due to its antioxidant properties, neem protects the skin from harmful UV rays, pollution and other environmental factors. The vitamins and fatty acids in neem improve and maintain the elasticity of the skin, reduce wrinkles and fine lines.Joy Pure Neem Purifying Face Wash contains Neem extracts with active salicylates which treat severe acne and pimple breakouts. Known as an antiseptic and effective against impurities, neem is rich in anti-fungal and anti-bacterial properties. It deep cleanses your skin very gently, removes excess oils and clears clogged pores. Joy Face Wash deep cleanses the skin, resulting in a smooth, supple, and even-toned skin. It clears acne and prevents further breakouts and eruptions.Joy Skin Products are formulated with natural ingredients which provide effective results and long-lasting skin benefits."
226,Lemon - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,33.6,42,Organic Vegetables,,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability."
227,Lavender & Vanilla Handmade Luxury Soap,Beauty & Hygiene,Bath & Hand Wash,StBotanica,275,275,Bathing Bars & Soaps,5,"This natural soap is loaded with ingredients known for their nourishing and anti-ageing properties. We use only cold-pressed natural oils as they contain more nutrients and antioxidants than the cheaper pressed oils. The nutrient dense oils provide superior nourishment to the skin cells.Lavender & Vanilla Essential Oils: Apart from the sensuous aroma, essential oils offer a number of skin benefits. Lavender oil soothes the skin. It could quickly relieve skin irritation. It has antibacterial and anti-inflammatory properties that help reduce skin breakouts. Its antioxidant constituents fight the signs of skin aging. It helps lighten dark spots and pigmentation and helps even out skin tone. The high antioxidant content of vanilla oil helps in inhibiting free radical-induced cell damage. The reactive oxygen species generated following exposure to environmental pollutants and solar radiation are neutralized by antioxidants.Organic Plant Oil: Natural oils used in the soap are procured from the best organic sources. Virgin coconut oil is richer in skin-friendly fats and nutrients than the ordinary coconut oil. Castor oil is an excellent solvent for impurities. It easily penetrates the skin pores and removes the impurities. Wheat germ oil is the best source of vitamin E. Shea Butter: African shea nut is a source of nourishing butter with numerous skin benefits. It locks moisture into the skin for a longer time. It soothes the skin and protects it from pollutants and sun damage.Aloe Vera: Soothing aloe vera gel helps repair the damaged skin. It is rich in nutrients that boost the skin health. Chemical-Free Natural Soap: Protect your skin from the ravages of chemical-laden cleansers by introducing our natural handmade soap to your daily cleansing routine. Free from sulphates, paraben, silicone, mineral oil and other potentially hazardous chemicals, this soap takes the best care of your skin. Luxury handcrafted soap with amazing natural fragrance. A moisturizing and nourishing soap made with the finest plant-based ingredients."
228,"Stainless Steel Pressure Cooker - Steeltuff, Induction Base, Silver","Kitchen, Garden & Pets",Cookware & Non Stick,United,2059,2424,Pressure Cookers,3,"Affordable and versatile, the Stainless Steel cookers from United are one of the most kitchen-friendly utensils out there. They are strong, safe and easy to maintain. Also, being a fantastic thermal conductor, these cookers result in perfectly even and well-cooked dishes. United aluminium pressure cooker, is the most cost-effective product, with similar specs and quality as compared to all the other products in the market. With zero compromises on the quality, it is the most pocket-friendly aluminium pressure cooker. Along with its effective pricing, it also has several plus points such as an anti-bulge base, injection moulding and bakelite handles which increases the life span of the product."
229,"Steel Deep Dabba/Storage Container - No. 12, Plain","Kitchen, Garden & Pets",Steel Utensils,BB Home,249,339,Steel Storage Containers,,"BB Home Canister/Container Deep Dabba is a long cylindrical-shaped storage container, made of fine quality stainless steel that is durable and ideal for storing grains, snacks and other edibles. They are easy to clean and maintain. They add a great addition to your modular kitchen."
230,Chyawan Fit Sugarfree Chyawanprash - Natural Immunity Booster,Beauty & Hygiene,Health & Medicine,Baidyanath,225,225,Supplements & Proteins,5,"Baidyanath Chyawan-Fit, the Sugarfree Chyawanprash is an excellent tonic for people with high blood sugar. It is specially formulated, as it is free from any added sugar. Every teaspoon of Baidyanath Sugarfree Chyawan-Fit contains the natural goodness of Almonds, Ashwagandha and Amla, a rich source of vitamin C, minerals & potent herbal nutrients essential to boost the body’s immunity & metabolic activity. Baidyanath Chyawanfit Sugarfree contains the rejuvenating goodness of herbs and acts as immunomodulatory. It is a mind and body rejuvenator, enriched with Vitamin – C, and Calcium."
231,Morning Dew Perfumed Talc 250 g + English Lavender Perfumed Talc 250 g,Beauty & Hygiene,Bath & Hand Wash,Yardley London,329.8,400,Talcum Powder,,"Yardley Morning Dew exudes freshness that lingers from morning through the day. This is a fine, silky luxury talcum powder. Embrace the vibrant and musky fragrance of white flowers like lily and lotus. This luxurious talcum powder will keep you fresh, smooth, and scented throughout the day.It takes the world's finest natural lavender oils and over 200 years' expertise to create Yardley English Lavender. This is a fine, silky luxury talcum powder and will leave your skin feeling soft and subtly fragrant all day. This luxurious talcum powder will keep you fresh, smooth, and scented throughout the day."
232,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",Snacks & Branded Foods,Chocolates & Candies,Timios,140,140,Chocolates,3.6,"Timios Nutty Energy Bars are made from 100% natural and real fruits with the wholesome and goodness of a wide variety of nuts and dried fruits which are loaded and packed with antioxidants and various other essential nutrients that are ideal for the development of cognition and other physical attributes in your little one. This product does not contain processed sugar, artificial colours, added flavour and added preservatives."
233,Banana Stem - Diced,Fruits & Vegetables,Cuts & Sprouts,Fresho,32,40,Cut & Peeled Veggies,,"We have reduced your time and effort with this pack of fresho diced banana stems which makes a quick and healthy meal, and are neatly cleaned and packed. Banana Stem is the fibrous stalk of the banana plant. It has high water content, fresh and crispy textured stalks with a mild taste. Fresho stem grade bananas are offered in a pristine condition and are tasty and nutritious."
234,Chilli Flakes,Gourmet & World Food,Cooking & Baking Needs,On1y,99,99,"Herbs, Seasonings & Rubs",4.3,"Set your taste buds on a rollercoaster ride as you add a dash to your gourmet salads, pizzas and pastas. Throw in a pinch to liven up your salsa too. Go ahead, experiment and explore."
235,Bite & Sip Flask And Lunch Box/Tiffin Box - Green Colour,"Kitchen, Garden & Pets",Storage & Accessories,Asian,319,495,Lunch Boxes,3.5,"Asian Bite & Sip Combo Pack includes a lunch box and a flask. Their outside wall made by food-grade plastic and inner material includes steel. The lunch box keeps food warm, made from high quality of stainless steel and the bottle double-walled 18/8 stainless steel Premium Thermos Flask which keeps drinking hot for 12 hours and cold for 24 h. Inset consists of natural high-grade steel with a smooth surface hygienic and easy to clean. It is made from high-quality 304-grade stainless steel. It carries conveniently hot or cold beverages. Have cold water all day long, on-the-go, even in the most peak summers. Carry coffee or tea when travelling."
236,Namkeen - Khara Boondi,Snacks & Branded Foods,Snacks & Namkeen,Tasties,49,85,Namkeen & Savoury Snacks,4,"Tasties Namkeens are a range of traditional indian savories that are authentic, crispy, and deliciously mouth watering. If you are looking for a quick snack to compliment your evening tea, or a spicy bite to accompany your food, Tasties Namkeen is the perfect fun-food that will leave you craving for more!"
237,Raw Seeds - Sunflower Pumpkin Flax Seeds,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,166,175,Roasted Seeds & Nuts,4.4,"True Elements brings to you Raw Sunflower Pumpkin Flax Seeds that are loaded with health benefits and nutrients. It is perfectly crunchy and is 100% natural and high-quality. These seeds are raw to get maximum health benefits. This combination of seeds contains vitamins, minerals, essential amino acids, antioxidants, fatty acids, etc. that are important for your health. It is a great mid-meal snack, sprinkled over breakfast, soups or can be ground into a powder and added to food.
Benefits:
1. It is loaded with many health benefits and nutrients.
2. It is a great healthy snack or meal option.
3. It contains vitamins, minerals, essential amino acids, antioxidants and fatty acids.
4. It is 100% natural and made of high-quality."
238,"Garnet LED White Bulb - 14 Watt, Cool Day, B22","Kitchen, Garden & Pets",Appliances & Electricals,Wipro,199,320,CFL & Led Bulbs,3.5,This high brightness LED comes an efficacy up to 100lm/W. It has wide coverage with a 240-degree beam angle. It comes with an aluminium heat sink for better heat dissipation. It is LM 80 tested with SMD LED Technology. It can take high voltage fluctuation with up to 380VAC and surge protection up to 2.5KV. These bulbs are suitable for commercial and industrial appliances. It comes with diffuser optics for a glare-free light which is safe for eyes.
239,Tempeh Cubes - Simply Sriracha Soyabean,"Bakery, Cakes & Dairy",Dairy,Hello Tempayy,135,150,"Paneer, Tofu & Cream",5,"Get your protein and spice fix all at once with Simply Sriracha Tempayy. Whip up stir fries and lettuce wraps with complete ease or just munch on these with complete abandon. Created by the magic of fermenting soyabeans with zero preservatives, it is packed with protein and fibre, low in carbs and easy to digest."
240,Green Tea Gentle Detox Set,Beauty & Hygiene,Skin Care,The Moms Co,972,972,Body Care,,"Our Green Tea Detox Scrub Box has our gel-based Face & Body scrub that scrubs away dead cells, dirt and dullness with seeds gentle enough even for sensitive skin. While Black Sand and Tagua Nut gently exfoliate, Aloe Vera soothes and hydrates skin leaving it soft & healthNay. Green Tea & Plant AHAs remove excess oil & control sebum production."
241,Fresh Catch Fish Fingers,"Eggs, Meat & Fish",Fish & Seafood,Ifb,240,240,Frozen Fish & Seafood,,"You can’t beat the classics. Perfectly crispy and exceptionally dippable, our Crunchy Fish Fingers are always delicious, making them the perfect intro for any get-together of family and friends."
242,Sour Cream & Onion,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Appitas,95,95,Nachos & Chips,2.8,"Tired of potato chips and nachos? We have found the perfect snack for your munchies! Appitas Olive Twist Pita Chips are baked, multigrain pita chips loaded with the zest of olives but yet remain low in carbs and fat so you do not need to worry about cheating on your diet whenever you feel like having a midnight snack. These chips are the perfect party snack to serve with any dips and are delicious enough that you can eat the entire packet on their own! So what are you waiting for? Try them!"
